"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"1931543755","Epstein, Nicky","Knitting Over The Edge: Unique Ribs, Cords, Appliques, Color, Eclectic - The Second Essential Collection of Decorative Borders","Crafts & Hobbies : Knitting","","4.5 Stars","Hardcover","N","Emma's Studio","$17.07","Sixth&Spring Books","August, 2005","2005","190"
"188301039X","Epstein, Nicky","Nicky Epstein's Knitted Embellishments : 350 Appliques, Borders, Cords and More!","Crafts & Hobbies : Knitting","","","Paperback","Y","Emma's Studio","$31.95","Interweave Press","May  1, 1999","1999","272"
"1561582948","Epstein, Nicky","Nicky Epstein's Knitting for Your Home: Afghans, Pillows, and Accents","Crafts & Hobbies : Knitting","","3.0 Stars","Paperback","N","Emma's Studio","$6.96","Taunton","August 1, 2000","2000","151"
"1561581992","Epstein, Nicky","The Knit Hat Book: 25 Hats from Basic Shapes","Crafts & Hobbies : Knitting","","3.5 Stars","Paperback","N","Emma's Studio","$10.00","Taunton","September 5, 1997","1997","90"
"0486229734","Epstein, Roslyn","American Indian Needlepoint Designs: for Pillows, Belts, Handbags and other Projects","Crafts & Hobbies : Needlepoint","","","Paperback","N","Emma's Studio","$4.25","Dover Publications","June 1, 1973","1973","37"
"0062512544","Erdman, Cheri K.","Nothing to Lose: A Guide to Sane Living in a Larger Body","Health, Mind & Body : Psychology & Counseling : General","","","Paperback","Y","Books 20","$12.00","Harper San Francisco","May 1996","1996","208"
"0394740181","Erdoes, Richard & Alfonso Ortiz (Editor)","American Indian Myths and Legends","Literature & Fiction : Mythology : General","","","Trade Paperback","N","","","Pantheon Books","September 1985","1984","528"
"3900493480","Erlbacher, Maria","Überlieferte Strickmuster aus dem steirischen Ennstal - Teil 1","Crafts & Hobbies : Knitting","","","Broschüre","N","Emma's Studio","","Verein Schloss Trautenfels","1. Januar 2004","1999","72"
"3900493146","Erlbacher, Maria","Überlieferte Strickmuster aus dem steirischen Ennstal - Teil 2","Crafts & Hobbies : Knitting","","","Broschüre","N","Emma's Studio","","Verein Schloss Trautenfels","1. Januar 2004","1985","72"
"3900493502","Erlbacher, Maria","Überlieferte Strickmuster aus dem steirischen Ennstal - Teil 3","Crafts & Hobbies : Knitting","","","Broschüre","N","Emma's Studio","","Verein Schloss Trautenfels","14. Januar 2005","1999","72"
"158011072X","Erler, Catriona Tudor","Complete Home Landscaping","Gardening & Horticulture : Garden Design","","","Paperback","N","Barroom","$24.95","Creative Homeowner Press","February 2000","2000","320"
"0312990456","Evanovich, Janet","One for the Money","Literature & Fiction : General : Contemporary","Stephanie Plum Mystery Series","4.5 Stars","Paperback","N","Books 02","$4.50","St. Martin's Paperbacks","April 14, 2003","1994","320"
"0321125215","Evans, Eric","Domain-Driven Design: Tackling Complexity in the Heart of Software","Computers & Internet : Databases : General","","4.0 Stars","Hardcover","N","2nd Floor Storeroom","$47.99","Addison-Wesley Professional","August 22, 2003","2003","529"
"0340896108","Evans, Jon","The Night of Knives","Mystery & Thrillers : Thrillers : Suspense","","4.0 Stars","Paperback","N","George's Office","$1.69","Hodder Paperback","September 4, 2008","2007","362"
"0806958782","Evans, K. Lee & Rankin, Chris","Giant Book of Tofu Cooking","Cooking, Food & Wine : Cooking by Ingredient : Tofu","","","Hardcover","N","Barroom","","Sterling Publishing Company","","2000","256"
"038072152X","Everett, Rupert","Hello Darling, Are You Working?","Literature & Fiction : General : Contemporary","","","Trade Paperback","N","Master Bedroom","$6.50","Avon","October 1998","1992","232"
"157870118X","Evitts, Paul","A UML Pattern Language","Computers & Internet : Computer Science : Software Engineering","Software Architecture and Engineering SE","3.5 Stars","Textbook Binding","N","2nd Floor Storeroom","$20.00","Sams","February, 2000","2000","257"
"0764576100","Evjen, Bill; Hanselman, Scott; Muhammad, Farhan; et al","Professional ASP.NET 2.0","Computers & Internet : Programming : Web Programming : ASP","","4.0 Stars","Oversize Paperback","N","2nd Floor Storeroom","$49.99","Wrox","November 10, 2005","2005","1253"
"0201615940","Ewald, Tim","Transactional COM+: Building Scalable Applications","Computers & Internet : Programming : APIs & Operating Environments : COM, DCOM & ATL","Developmentor Series","5.0 Stars","Paperback","N","2nd Floor Storeroom","$32.36","Addison-Wesley Professional","March 1, 2001","2001","436"
"0811807622","Ewing, William A.","The Body: Photographs of the Human Form","Arts & Photography : Art : Art History : Criticism","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$3.25","Chronicle Books","November 1, 1994","1994","432"
"0670835684","Fadiman, Clifton (Editor)","The Treasury of the Encyclopaedia Britannica : Celebrating 225 years of the human mind at its best","Reference : General","","","Oversize Paperback","N","","","Viking","","1992","704"
"1584794542","Falick, Melanie","Handknit Holidays: Knitting Year-Round for Christmas, Hanukkah, and Winter Solstice","Crafts & Hobbies : Knitting","","4.5 Stars","Hardcover","Y","Emma's Studio","$15.00","&doublequote;Stewart, Tabori and Chang&doublequote;","October 1, 2005","2005","184"
"0671751344","Fallon, Ann C.","Dead Ends","Mystery & Thrillers : Mystery : Irish Detectives","","4.0 Stars","Paperback","N","Emma's Studio","$0.50","Pocket","December 1, 1992","1992","246"
"0671751360","Fallon, Ann C.","Potter's Field","Mystery & Thrillers : Mystery : Irish Detectives","James Fleming Mystery Series","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$3.00","Pocket","July 1, 1993","1993","249"
"0517576988","Faludi, Susan","Backlash : The Undeclared War Against Women","Social Sciences : Sociology : General","","4.0 Stars","Hardcover","N","George's Office","$0.01","Crown","October 1, 1991","1991","552"
"068812299X","Faludi, Susan","Stiffed: The Betrayal of the American Man","Psychology & Psychiatry : General","","","Hardcover","N","Books 23","$15.99","Morrow/Avon","October 1999","1999","662"
"0764112058","Farah, Caesar E.","Islam","Religion: Middle Eastern Studies","","","Paperback","N","George's Office","$13.95","Barron's Educational Series, Incorporated","February  2000","2000","468"
"1567315437","Farber, Barry M.","How to Learn Any Language","Health, Mind & Body : Self-Help : General","","","Hardcover","N","Books 23","$6.50","MJF Books","August 1, 2002","1991","172"
"0195110293","Fargnoli, A. Nicholas & Gillespie, Michael","James Joyce A to Z : The Essential Reference to His Life and Writings  (Literary a to Z's)","Biographies & Memoirs : Arts & Literature : Authors","","5.0 Stars","Paperback","N","George's Office","$9.98","Oxford University Press, USA","November 21, 1996","1995","304"
"086719166X","Farmer, Joyce (ed.)","Wimmen's Comix No. 10 : International Fetish Issue","","","","Comic Book","Y","Books 19","","Last Gasp Publishing Co.","October 1985","1985","35"
"1561583898","Fassett, Kaffe","Family Album: Kniting for Children and Adults (Taunton Books & Videos for Fellow Enthusiasts)","Crafts & Hobbies : Knitting","","","Paperback","Y","Emma's Studio","$17.46","Taunton Press","March 1, 2000","2000","200"
"0712610022","Fassett, Kaffe","Glorious Knitting (UK name) (US name &doublequote;Glorious Knits&doublequote;)","Crafts & Hobbies : Knitting","","","Hardcover","Y","Emma's Studio","","Ebury Press","September 12, 1985","1985","160"
"0517563983","Fassett, Kaffe","Glorious Needlepoint: Extraordinary Stitchery Designs from the Author of Glorious Knits","Crafts & Hobbies : Needlepoint","","5.0 Stars","Hardcover","Y","Emma's Studio","$0.16","Clarkson Potter","August 13, 1987","1987","160"
"1561584134","Fassett, Kaffe","Kaffe's Classics: 25 Glorious Knitting Designs","Crafts & Hobbies : Knitting","","","Paperback","N","Emma's Studio","$16.97","Taunton Press","August 14, 2000","1993","144"
"0330028626","Fast, Julius","Body Language","Social Sciences : Sociology : General","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.01","Pan","June 2, 1972","1978","190"
"0142002267","Fatsis, Stefan","Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players","Biographies & Memoirs : Memoirs","","4.5 Stars","Paperback","Y","Dining Room","$14.00","Penguin","July 30, 2002","2001","372"
"8480035846","Fauli, Jordi","The Temple of the Sagrada Familia","Arts & Photography : Art : Architecture","","","Trade Paperback","N","Living Room","EU 15.00","Graficas Palermo","","2006","120"
"0465047920","Fausto-Sterling, Anne","Myths of Gender: Biological Theories about Women and Men","Social Sciences : Anthropology : General","","","Paperback","N","George's Office","$18.00","Perseus Book Group","July  1992","1992","310"
"0140442308","Fedrick, Alan S. (Translator)","The Romance of Tristan by Beroul and The Tale of Traistan's Madness","Literature & Fiction : Genre Fiction : Historical : Medieval","","","Paperback","Y","","$2.50","The Penguin Group","","1970","171"
"0892725729","Fee, Jacqueline","Sweater Workshop, wire-O (2nd ed.)","Crafts & Hobbies : Knitting","","5.0 Stars","Spiral-bound","Y","Emma's Studio","$18.87","Down East Books","May 25, 2002","2002","234"
"1929462131","Feign, Larry","Royals, The","Comics & Graphic Novels : General","","","Paperback","Y","Books 19","$8.95","Plan Nine Publishing","","2000","76"
"0943351944","Feinstein, Barry","The Peter Paul and Mary Songbook","Entertainment : Music : Theory, Composition & Performance : Songbooks : Folk & Ethnic","","","Oversize Paperback","Y","Books 20","","Pepamar Music Corp.","","1990","143"
"1596681381","Feitelson, Ann","The Art of Fair Isle Knitting: History, Technique, Color & Patterns","Crafts & Hobbies : Knitting","","5.0 Stars","Paperback","N","Emma's Studio","$12.48","Interweave Press","April 1, 2009","1996","184"
"0881847836","Fennelly, Tony","Murder With a Twist","Gay & Lesbian : Mystery & Thrillers : Gay","","","Paperback","Y","Books 11","$4.95","Carroll & Graf Publishers","","1985/1987","422"
"1552092534","Fenton, M. Brock","The Bat: Wings in the Night Sky","Science : Biological Sciences : Animals : Mammals","","5.0 Stars","Paperback","N","George's Office","$9.98","Firefly Books Ltd","September, 1998","1998","144"
"0671739182","Ferguson, Brad","Star Trek: A Flag Full of Stars","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek : The Original Series","","Mass Market Paperback","Y","","$4.95","Pocket Books","April 1991","1991","241"
"0471223573","Ferguson, Niels & Schneier, Bruce","Practical Cryptography","Computers & Internet : Business & Culture : Security","","3.5 Stars","Paperback","N","2nd Floor Storeroom","$31.50","Wiley","March 28, 2003","2003","410"
"0670020796","Ferguson, Robert","The Vikings: A History","History : Medieval (Circa 450 - Circa 1450)","","5.0 Stars","Hardcover","N","Master Bedroom","$21.75","Viking Adult","November 25, 2009","2009","451"
"1550548913","Ferguson, Will","How to Be a Canadian","Entertainment : Humor : Essays","","4.0 Stars","Paperback","Y","Books 35","$10.36","Douglas & McIntyre","","2001","225"
"1553652797","Ferguson, Will","Why I Hate Canadians (10th Anniversary Edition)","Entertainment : Humor : Essays","","","Paperback","Y","Books 38","C$ 19.95","Douglas & McIntyre","Mar 8 2007","1997,2007","306"
"0140511369","Fergusson, Rosalind","The Penguin Rhyming Dictionary","Reference","","","Paperback","Y","","$7.95","Viking Penguin","June  1986","1985","530"
"0140037888","Ferrars, Elizabeth","Breath of suspicion","Mystery & Thrillers : Mystery : General","","","Paperback","N","Books 18","$2.00","Penguin","","1972","160"
"0425171493","Ferris, Monica","Framed in Lace (Needlecraft Mystery)","Mystery & Thrillers : Mystery : Women Sleuths : American","","4.5 Stars","Paperback","Y","Books 36","$6.99","Berkley","October 1, 1999","1999","243"
"1585676810","Ferriter, Diarmaid","The Transformation of Ireland","History : Europe : Ireland","","4.0 Stars","Hardcover","N","George's Office","$12.99","Overlook Hardcover","November 17, 2005","2004","884"
"0452252296","Fessler, Stella Lau","Chinese Meatless Cooking","Cooking, Food & Wine : Ethnic","","","Paperback","Y","Barroom","$5.95","Plume","","1980","298"
"0142004030","Fforde, Jasper","Lost in a Good Book","Science Fiction & Fantasy : Fiction : Crime, Thrillers & Mystery","Thursday Next Series","4.5 Stars","Paperback","N","George's Office","$14.00","Penguin Books","February, 2004","2002","399"
"0340825944","Fforde, Jasper","Something Rotten","Science Fiction & Fantasy : Fiction : Crime, Thrillers & Mystery","Thursday Next Series","5.0 Stars","Oversize Paperback","N","George's Office","7.98","Hodder & Stoughton Ltd","","2004","393"
"0143037234","Fforde, Jasper","The Big Over Easy: A Nursery Crime","Literature & Fiction : General : Comic","Nursery Crime","4.0 Stars","Paperback","Y","George's Office","$8.49","Penguin","July 25, 2006","2005","383"
"034073356X","Fforde, Jasper","The Eyre Affair","Science Fiction & Fantasy : Fiction : Crime, Thrillers & Mystery","Thursday Next Series","5.0 Stars","Paperback","Y","George's Office","$12.00","Hodder & Stoughton","June 30, 2001","2001","373"
"0340835729","Fforde, Jasper","The Fourth Bear","Science Fiction & Fantasy : Fantasy : Contemporary","Nursery Crime","3.0 Stars","Paperback","N","Emma's Studio","C$6.99","McArthur & Company","Aug 3 2006","2006","383"
"0143034359","Fforde, Jasper","The Well of Lost Plots","Science Fiction & Fantasy : Fiction : Crime, Thrillers & Mystery","Thursday Next Series","4.0 Stars","Paperback","N","George's Office","$14.00","Penguin","August 3, 2004","2003","375"
"0670038717","Fforde, Jasper","Thursday Next: First Among Sequels","Mystery & Thrillers : Crime : Humourous","Thursday Next Series","4.5 Stars","Hardcover","N","Emma's Studio","$5.38","Viking Adult","July 24, 2007","2007","363"
"0907383718","Field, John","Kingdom, Power and Glory: Historical Guide to Westminster Abbey","History : Europe : England","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$10.00","James & James","Publishers","1996","160"
"0684831775","Fields, Debbi","Debbi Fields Great American Desserts : 100 Mouthwatering Easy-To-Prepare Recipes","Cooking, Food & Wine : Baking : Desserts","","","Hardcover","Y","Barroom","","Simon & Schuster","September 1996","1996","258"
"0809467127","Fields, Debbi","Mrs. Fields Cookie Book: 100 Recipes from the Kitchen of Mrs. Fields","Cooking, Food & Wine : Baking : Cookies","","","Hardcover","Y","Barroom","","Time-Life, Incorporated","October  1992","1992","120"
"0517387689","Fife, Austin E.","Cowboy and Western Songs","Entertainment : Music : General","","","Hardcover","Y","Books 20","$10.00","Crown Publishing Group","December  1988","1982","372"
"0618007148","Finamore, Roy","One Potato, Two Potato","Cooking, Food & Wine : Cooking by Ingredient : Potatoes","","","Hardcover","N","Barroom","","Houghton Mifflin Co","October 18, 2001","2001","590"
"1561583472","Fine Woodworking (editors)","Woodworking Techniques: Best Methods for Building Furniture","Crafts & Hobbies : Woodworking","","3.0 Stars","Board book","N","2nd Floor Storeroom","$17.95","Taunton Press","March 2003","2000","186"
"0862782570","Finlay, Fergus","Mary Robinson: A President With a Purpose","Biographies & Memoirs : Ethnic & National : Irish","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$1.50","O'Brien Pr","September, 1991","1990","160"
"0810927268","Finn, David","How to Look At Everything","Arts & Photography : Art : General","","2.5 Stars","Paperback","N","2nd Floor Storeroom","$12.21","Harry N Abrams","March 1, 2000","2000","144"
"1855941007","Finnegan, Brian (Editor)","Quare Fellas: New Irish Gay Writing","Gay & Lesbian : Nonfiction : Irish","Queer News Series","4.0 Stars","Paperback","N","George's Office","$4.97","Basement Press","February, 1996","1994","144"
"","Finnegan, Dr. Casey &doublequote;Sparky&doublequote;","You're short, bald and ugly Charlie Brown (A Roasted PEANUTS Book)","Comics & Graphic Novels : Parodies","","","Comic Book","Y","Books 19","","","","1991","20"
"0684801051","Finney, Jack","Time and Again","Science Fiction & Fantasy : Science Fiction : Time Travel","","4.0 Stars","Paperback","N","George's Office","$11.20","Touchstone","February 1, 1995","1970","399"
"0874775043","Fiore, Neil","The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play","Health, Mind & Body : Psychology & Counseling : Developmental Psychology","","4.5 Stars","Paperback","N","George's Office","$10.74","Tarcher","November 1, 1988","1989","201"
"","Firth, Anthony","the Limbo Affair","Gay & Lesbian : Mystery & Thrillers : Gay","","","Paperback","Y","Master Bedroom","$1.98","Lancer","","1966","192"
"1551050781","Fisher, Chris C.","Birds of Seattle and Puget Sound (City Bird Guides)","Outdoors & Nature : Birdwatching : General","City Bird Guides Series","5.0 Stars","Paperback","N","Master Bedroom","$9.56","Lone Pine Publishing","June 1, 1996","1996","160"
"0600317501","Fisher, Joan","The creative art of needlepoint tapestry","Crafts & Hobbies : Needlepoint","","","Hardcover","N","","$0.01","Hamlyn","1972","1972","176"
"0140157352","Fisher, Roger","Getting to Yes: Negotiating Agreement Without Giving In (2nd edition)","Business & Investing : General","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$9.75","Penguin","December 1, 1991","1991","200"
"1841150088","Fisk, Robert","The Great War for Civilisation : The Conquest of the Middle East (Revised Edition)","History : Asia : General","","4.5 Stars","Paperback","N","George's Office","E12.99","HarperPerennial","October 2, 2006","2006","1368"
"0596003277","Fitzgerald, Michael","Learning XSLT","Computers & Internet : Web Development : Scripting & Programming : General","","3.5 Stars","Paperback","N","2nd Floor Storeroom","$14.98","O'Reilly Media, Inc.","November 14, 2003","2004","352"
"0380977575","Fitzhugh, Bill","Fender Benders: A Novel","Mystery & Thrillers : Crime","","4.0 Stars","Hardcover","N","Emma's Studio","$2.00","William Morrow & Company","November 6, 2001","2001","326"
"0060815264","Fitzhugh, Bill","Organ Grinders","Mystery & Thrillers : Crime","","3.5 Stars","Paperback","Y","George's Office","$11.16","Dark Alley","April 1, 2005","1998","400"
"0380788683","Fitzhugh, Bill","Pest Control : A Novel","Mystery & Thrillers : Crime","","","Mass Market Paperback","Y","Books 08","$5.99","Avon","March 1998","1996","310"
"0380798352","Fitzhugh, Bill","The Organ Grinders","Mystery & Thrillers : Crime","","","Mass Market Paperback","Y","Books 08","$6.50","Morrow,William & Co","September  1999","1998","368"
"074939885X","Fitzpatrick, Nina","Fables of the Irish Intelligentsia","Literature & Fiction : World Literature : Ireland","","3.0 Stars","Paperback","N","George's Office","IR4.99","Minerva","October 1, 1992","1991","180"
"0596002831","Flanagan, David","Java in a Nutshell, Fourth Edition","Computers & Internet : Web Development : General","","3.0 Stars","Paperback","N","Guest Room","$7.98","O'Reilly","March 2002","2002","969"
"0596000480","Flanagan, David","JavaScript: The Definitive Guide (4th edition)","Computers & Internet : Web Development : Scripting & Programming : JavaScript","Definitive Guides","4.5 Stars","Paperback","N","2nd Floor Storeroom","$22.48","O'Reilly Media, Inc.","December 15, 2001","2002","916"
"0596101996","Flanagan, David","JavaScript: The Definitive Guide (5th Edition)","Computers & Internet : Web Development : Scripting & Programming : JavaScript","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$32.99","O'Reilly Media","August 1, 2006","2006","994"
"0802143547","Flanagan, Richard","The Unknown Terrorist: A Novel","Mystery & Thrillers : Thrillers : Suspense","","4.0 Stars","Paperback","N","Books 38","$8.89","Grove Press","January 21, 2008","2006","325"
"0201616181","Flanders, Jon","ASP Internals","Computers & Internet : Programming : Web Programming : ASP","Developmentor Series","3.0 Stars","Paperback","N","2nd Floor Storeroom","$0.19","Pearson Education","December 15, 2000","2001","139"
"","Fleming, Ian","From Russia With Love","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","","Paperback","Y","Books 06","$0.49","Signet","","1957","191"
"","Fleming, Ian","Thunderball","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","","Paperback","Y","Books 06","$0.49","Signet","","1961","188"
"0843936150","Fletcher, Aaron","Wallaby Track : The Outback Saga","Literature & Fiction : Genre Fiction : Family Saga","","","Mass Market Paperback","N","","","Dorchester Publishing Company, Incorporated","October  2000","1994","479"
"0762106808","Flexner, Bob","Understanding Wood Finishing: How to Select and Apply the Right Finish","Crafts & Hobbies : Woodworking","","","Paperback","N","2nd Floor Storeroom","$19.95","Revised, Reader's Digest Association","","2005","308"
"0671319728","Flint, Eric","1632","Science Fiction & Fantasy : Science Fiction : Adventure","Ring of Fire Series","","Mass Market Paperback","Y","Books 33","$7.99","Baen Books","February 1, 2001","2000","597"
"141655596X","Flint, Eric","Pyramid Power","Science Fiction & Fantasy : Science Fiction : Contemporary","","4.5 Stars","Mass Market Paperback","N","Emma's Studio","$7.19","Baen","September 30, 2008","2007","494"
"1416591443","Flint, Eric","Ring of Fire II","Science Fiction & Fantasy : Science Fiction : Time Travel","1632 saga","","Mass Market Paperback","Y","George's Office","$7.99","Baen","January 27, 2009","2008","836"
"1439133123","Flint, Eric & Kosmatka, Marilyn","Time Spike","Science Fiction & Fantasy : Alternate History","Ring of Fire Series","3.5 Stars","Mass Market Paperback","N","Emma's Studio","$7.99","Baen","December 29, 2009","2008","651"
"1416555250","Flint, Eric & Spoor, Ryk E.","Boundary","Science Fiction & Fantasy : Science Fiction : Adventure","","3.5 Stars","Mass Market Paperback","Y","Books 36","$7.99","Baen","January 29, 2008","2006","598"
"1416509089","Flint, Eric (Editor)","Ring of Fire","Science Fiction & Fantasy : Science Fiction : Adventure","Ring of Fire Series","4.0 Stars","Paperback","Y","George's Office","$7.99","Baen","September 6, 2005","2004","722"
"0743488601","Flint, Eric (Editor)","The Grantville Gazette","Science Fiction & Fantasy : Science Fiction : Adventure","Ring of Fire Series","4.5 Stars","Paperback","Y","Books 36","$6.99","Baen","October 26, 2004","2004","361"
"0743499190","Flint, Eric and Dennis, Andrew","1634: The Galileo Affair","Science Fiction & Fantasy : Science Fiction : Adventure","Ring of Fire Series","3.0 Stars","Paperback","Y","George's Office","$7.99","Baen","July 26, 2005","2004","675"
"0743471555","Flint, Eric and Weber, David","1633","Science Fiction & Fantasy : Alternate History","Ring of Fire Series","4.0 Stars","Mass Market Paperback","Y","Books 33","$7.99","Baen","July 1, 2003","2003","673"
"1416542264","Flynn, Vince","Act of Treason","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","4.0 Stars","Paperback","N","Emma's Studio","$5.59","Pocket","August 28, 2007","2006","467"
"","Focloir Poca","English-Irish, Irish-English Dictionary","Reference : Dictionaries & Thesauruses : Foreign Language : Irish","","","Mini Book","N","George's Office","$1.00","An Gum","","1986","535"
"1400014719","Fodor's","Fodor's Montreal and Quebec City 2005","Travel : North America : Canada","","4.0 Stars","Paperback","N","Guest Room","$7.98","Fodor's","February 1, 2005","2005","256"
"1400013879","Fodor's","Fodor's See It New York City, 1st Edition (Fodor's See It)","Travel : Guidebook Series : Fodor's : United States","Fodor's See It Guides Series","books.mini.icon.22x22 Stars","Paperback","Y","George's Office","$14.99","Fodor's","May 4, 2004","2004","366"
"0679034099","Fodor's Travel Publications, Inc (Corporate Author)","Fodor's French for Travelers (Phrase Book)","Reference : Dictionaries & Thesauruses : Foreign Language : French","Fodor's Languages for Travelers Series","3.5 Stars","Paperback","N","George's Office","$3.48","Fodor's","April 15, 1997","1989","278"
"0155928600","Fogelin, Robert J","Understanding Arguments: An introduction to informal logic","Philosophy : Logic & Language","","4.0 Stars","Paperback","N","George's Office","$1.06","Harcourt Brace Jovanovich","January 1, 1978","1978","351"
"0907011071","Foley, Donal","Man Bites Dog No. 10","Nonfiction : Essays : Irish","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.01","Irish Times","1981","1981","96"
"","Foley, Donal","Man Bites Dog No. 4 (Reprinted from The Irish Times)","Nonfiction : Essays : Irish","","","Paperback","N","George's Office","$0.01","","","1975","149"
"0201121107","Foley, James D.: van Dam, Andries; Feiner, Steven K.; Hughes, John F.","Computer Graphics: Principles and Practice (2nd Edition)","Computers & Internet : Graphic Design : General","Systems Programming Series","","Hardcover","N","2nd Floor Storeroom","$1.09","Addison-Wesley","June 15, 1990","1990","1174"
"0333519833","Follett, Ken","The Pillars of the Earth","Fiction and Literature","","4.5 Stars","Hardcover","N","George's Office","£13.95","Pan MacMillan","November 30, 1995","1989","806"
"0486233006","Fontana, Frank","Patchwork Quilt Designs for Needlepoint: Charted for Easy Use","Crafts & Hobbies : Needlepoint","Dover Needlework Series","","Paperback","N","Emma's Studio","$0.49","Dover Publications","June 1976","1976","44"
"1933988339","Foord, Michael","IronPython in Action","Computers & Internet : Programming : Python","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$29.69","Manning Publications","March 28, 2009","2009","464"
"0330307061","Forbes, Colin","Greek Key","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","","Mass Market Paperback","N","Books 08","$5.63","Pan Books Limited","December 1989","1989","573"
"0330267698","Forbes, Colin","The Stockholm Syndicate","Mystery : Fiction and Literature : Thrillers and Espionage","","3.0 Stars","Paperback","N","George's Office","$1.00","Trans-Atlantic Publications","August 1982","1981","321"
"1593155387","Ford, Dr. Clyde W.","Precious Cargo","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","","5.0 Stars","Mass Market Paperback","Y","George's Office","$4.89","Vanguard Press","June 9, 2009","2008","272"
"0380816229","Ford, G. M.","A Blind Eye","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Frank Corso Series","","Paperback","N","Books 09","$6.99","Avon","June 29, 2004","2003","352"
"0380816210","Ford, G. M.","Black River","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Frank Corso Series","","Mass Market Paperback","N","Books 09","$6.99","Avon","June 24, 2003","2002","384"
"0060874414","Ford, G. M.","Blown Away","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Frank Corso Series","4.0 Stars","Mass Market Paperback","N","Books 02","$7.99","Harper","June 26, 2007","2006","323"
"0380727625","Ford, G. M.","Cast in Stone","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Leo Waterman Mysteries","","Paperback","Y","Books 09","$3.00","Morrow/Avon","March 1997","1996","295"
"0380804212","Ford, G. M.","Fury","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Frank Corso Series","","Mass Market Paperback","N","Books 09","$6.99","Avon","June 1, 2002","2001","384"
"0380793695","Ford, G. M.","Last Ditch","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Leo Waterman Mysteries","","Paperback","Y","Books 09","$3.50","Morrow/Avon","February 2000","1999","309"
"0060554843","Ford, G. M.","No Man's Land","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Frank Corso Series","4.0 Stars","Paperback","N","Books 35","$4.79","Avon","June 27, 2006","2005","369"
"0060554819","Ford, G. M.","Red Tide","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Frank Corso Series","3.5 Stars","Paperback","N","George's Office","$6.99","Avon","June 1, 2005","2004","394"
"0380793679","Ford, G. M.","Slow Burn","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Leo Waterman Mysteries","","Paperback","Y","Books 09","$5.99","Morrow/Avon","February 1999","1998","300"
"0380727633","Ford, G. M.","The Bum's Rush","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Leo Waterman Mysteries","","Paperback","Y","Books 09","$5.99","Morrow/Avon","March 1998","1997","314"
"0380804204","Ford, G. M.","The Deader the Better","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Leo Waterman Mysteries","","Paperback","Y","Books 09","$6.50","Reprint, Morrow/Avon","January 2001","2000","343"
"0380727617","Ford, G. M.","Who in Hell Is Wanda Fuca?","Mystery & Thrillers : Mystery : Pacific Northwest Detectives","Leo Waterman Mysteries","","Paperback","Y","Books 09","$3.00","Morrow/Avon","October 1996","1995","314"
"0671670751","Ford, John M.","The Final Reflection, Star Trek  #16","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek","","Paperback","Y","","$3.95","Pocket Books","September 1988","1984","253"
"1592008143","Ford, Jr., Jerry Lee","Microsoft Visual Basic 2005 Express Edition Programming for the Absolute Beginner","Computers & Internet : Microsoft : Development : Visual Basic","","4.5 Stars","Paperback","N","Emma's Studio","$18.89","Course Technology PTR","December 22, 2005","2006","427"
"1555834965","Ford, Michael Thomas","That's Mr. Faggot to You : Further Trials from My Queer Life","Gay & Lesbian : Humor : Essays","","4.5 Stars","Paperback","N","George's Office","$11.16","Alyson Publications","June 15, 1999","1999","234"
"0262560704","Forester, John","Effective Cycling","Sports : Individual Sports : Cycling : Bike Repair","","","Oversize Paperback","N","","$7.95","MIT Press","February 1993","1993","599"
